City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Yerbogachen,RU,61.2767,108.0108,45.27,90,42,2.28,scattered clouds
450,Benton Harbor,US,42.1167,-86.4542,61.45,78,75,4.61,broken clouds
451,Dzhebariki-Khaya,RU,62.2167,135.8,39.18,89,100,2.33,overcast clouds
452,Bria,CF,6.5423,21.9863,72.43,78,27,2.77,scattered clouds
453,Kasama,ZM,-10.2129,31.1808,67.82,60,100,2.35,overcast clouds
454,Esperance,AU,-33.8667,121.9,57.04,69,54,12.12,broken clouds
455,Yulara,AU,-25.2406,130.9889,51.62,52,10,9.48,clear sky
456,Tucumcari,US,35.1717,-103.725,60.64,31,0,19.57,clear sky
457,Puerto Leguizamo,CO,-0.1934,-74.7819,79.47,80,92,2.17,overcast clouds
458,Great Bend,US,38.3645,-98.7648,54.03,49,100,21.85,overcast clouds
459,Stolin,BY,51.8912,26.846,52.27,72,5,19.98,clear sky
460,Inirida,CO,3.8653,-67.9239,81.5,78,85,2.71,overcast clouds
461,The Valley,AI,18.217,-63.0578,84.34,70,40,16.11,scattered clouds
462,Coahuayana,MX,18.7333,-103.6833,89.31,50,1,9.53,clear sky
463,Pisco,PE,-13.7,-76.2167,69.03,68,0,8.05,clear sky
464,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,76.66,25,37,2.86,scattered clouds
465,Katete,UG,-0.7818,29.7544,62.89,90,100,3.24,overcast clouds
466,Aanekoski,FI,62.6946,25.818,50.07,36,20,4.56,few clouds
467,Paducah,US,37.0834,-88.6001,83.61,94,100,13.8,heavy intensity rain
468,Karaton,ID,-6.3424,106.1045,73.96,95,100,3.74,overcast clouds
469,Tateyama,JP,34.9833,139.8667,60.33,89,100,15.28,overcast clouds
470,Ikare,NG,7.4913,5.2322,73.13,97,100,3.87,overcast clouds
471,Formosa,AR,-26.1775,-58.1781,71.89,44,85,3.24,overcast clouds
472,Wajir,KE,1.7471,40.0573,85.06,52,100,20.51,overcast clouds
473,Ust-Nera,RU,64.5667,143.2,33.6,87,88,2.26,overcast clouds
474,Port Moresby,PG,-9.4431,147.1797,74.88,88,51,4.59,broken clouds
475,Lima,PE,-12.0432,-77.0282,62.85,77,100,8.05,overcast clouds
476,Komsomolskiy,UZ,40.4272,71.7189,66.92,63,75,9.22,broken clouds
477,Kamenka,RU,51.3223,42.7678,48.63,54,100,7.96,overcast clouds
478,Camocim,BR,-2.9022,-40.8411,83.3,77,55,6.29,light rain
479,Marsh Harbour,BS,26.5412,-77.0636,81.1,76,97,12.24,overcast clouds
480,Beloha,MG,-25.1667,45.05,69.31,52,0,7.2,clear sky
481,Nouadhibou,MR,20.931,-17.0347,66.45,86,1,25.08,clear sky
482,Geraldton,AU,-28.7667,114.6,57.61,88,40,12.66,scattered clouds
483,Dromolaxia,CY,34.8761,33.586,78.98,34,0,6.91,clear sky
484,Tura,IN,25.5198,90.2201,71.87,98,55,2.42,broken clouds
485,Krasnoarmeysk,RU,51.0239,45.6969,45.48,58,47,3.94,scattered clouds
486,Porto Velho,BR,-8.7619,-63.9039,87.85,40,0,3.44,clear sky
487,Loudi,CN,27.7344,111.9944,65.97,89,100,1.61,light rain
488,Sovetskiy,RU,61.3614,63.5842,36.91,94,100,10.13,light rain
489,Hervey Bay,AU,-25.2986,152.8535,69.1,82,99,19.04,overcast clouds
490,Playas,EC,-2.6333,-80.3833,75.25,84,67,12.59,broken clouds
491,Sokolo,ML,14.7328,-6.1219,101.46,18,82,4.59,broken clouds
492,Nsanje,MW,-16.92,35.262,76.78,73,57,0.45,broken clouds
493,Sapa,PH,5.1544,120.3241,81.12,82,89,7.78,overcast clouds
494,Saint-Paul,RE,-21.0096,55.2707,71.71,80,21,0.87,few clouds
495,Whitehorse,CA,60.7161,-135.0538,60.1,37,14,8.01,few clouds
496,Innisfail,AU,-17.5333,146.0333,72.23,87,94,6.29,overcast clouds
497,Pandan,PH,14.0453,124.1694,79.57,85,87,6.67,overcast clouds
498,Mogadishu,SO,2.0371,45.3438,79.99,85,100,17.09,overcast clouds
499,Changji,CN,44.0167,87.3167,75.99,22,0,6.71,clear sky
500,Aasiaat,GL,68.7098,-52.8699,34.34,81,100,5.1,overcast clouds
501,Nome,US,64.5011,-165.4064,57.16,50,0,18.41,clear sky
502,Mount Pleasant,US,32.7941,-79.8626,87.1,64,0,16.11,clear sky
503,Susanville,US,40.4163,-120.653,64.65,20,0,6.91,clear sky
504,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,41,0,13.8,clear sky
505,Pervomayskiy,RU,53.2485,40.2871,47.55,63,100,6.22,overcast clouds
506,Strezhevoy,RU,60.7333,77.5889,44.06,87,34,0.22,scattered clouds
507,Omboue,GA,-1.5746,9.2618,76.37,89,100,9.33,overcast clouds
508,Sabla,NG,12.7525,4.7077,90.88,38,71,10.76,light rain
509,Korla,CN,41.7597,86.1469,78.4,10,100,16.11,overcast clouds
510,Lucapa,AO,-8.4192,20.7447,74.12,48,96,3.44,overcast clouds
511,Bairiki,KI,1.3292,172.9752,80.6,83,75,5.75,moderate rain
512,Pangody,RU,65.85,74.4859,33.4,94,100,9.93,overcast clouds
513,Tadine,NC,-21.55,167.8833,74.8,91,100,23.94,overcast clouds
514,Igbo Ora,NG,7.4333,3.2833,76.21,85,100,6.26,overcast clouds
515,Kita,ML,13.0349,-9.4895,94.59,26,92,6.42,overcast clouds
516,Miraflores,MX,19.2167,-98.8083,83.16,18,25,4.65,scattered clouds
517,Adoni,IN,15.6333,77.2833,76.69,76,64,16.78,broken clouds
518,Sabinas,MX,27.85,-101.1167,99.43,21,0,2.64,clear sky
519,Mezen,RU,65.8522,44.24,29.25,74,100,7.65,overcast clouds
520,Ende,ID,-8.8432,121.6623,75.67,84,5,1.92,clear sky
521,Ulety,RU,51.3572,112.4849,54.68,83,100,8.72,light rain
522,Benguela,AO,-12.5763,13.4055,70.7,81,62,5.17,broken clouds
523,Jijiga,ET,9.35,42.8,68.99,44,28,6.22,scattered clouds
524,Rocha,UY,-34.4833,-54.3333,62.73,61,100,7.11,overcast clouds
525,Abapo,BO,-18.8333,-63.4667,74.66,36,10,4.59,clear sky
526,Portland,US,45.5234,-122.6762,67.68,56,20,10.36,few clouds
527,Bayshore Gardens,US,27.4253,-82.5904,93.06,58,75,6.91,broken clouds
528,Stromness,GB,58.965,-3.296,53.56,84,98,5.01,overcast clouds
529,Derzhavinsk,KZ,51.1,66.3167,50.22,69,100,12.64,overcast clouds
530,Tilichiki,RU,60.4667,166.1,34.57,90,100,2.46,overcast clouds
531,Santa Marta,CO,11.2408,-74.199,87.06,66,17,11.18,few clouds
532,Ayacucho,PE,-13.1583,-74.2239,68.95,42,83,3.4,broken clouds
533,Abha,SA,18.2164,42.5053,70.05,37,0,0.0,clear sky
534,Wuchang,CN,44.9143,127.15,52.74,67,5,2.24,clear sky
535,Ampanihy,MG,-24.7,44.75,70.61,52,0,6.71,clear sky
536,Waipawa,NZ,-41.4122,175.5153,44.65,86,10,1.48,clear sky
537,Miandrivazo,MG,-19.5167,45.4667,73.44,64,6,2.59,clear sky
538,Imbituba,BR,-28.24,-48.6703,65.08,84,0,3.0,clear sky
539,Flin Flon,CA,54.7682,-101.865,54.68,31,65,9.93,broken clouds
540,Casa Grande,US,32.8795,-111.7573,91.98,15,0,16.11,clear sky
541,Ornskoldsvik,SE,63.2909,18.7153,58.15,38,0,4.61,clear sky
542,Kawalu,ID,-7.3817,108.2082,72.45,95,94,1.39,overcast clouds
543,Bokhan,RU,53.153,103.7714,48.74,83,95,2.89,overcast clouds
544,Flinders,AU,-34.5833,150.8552,55.18,93,100,3.0,overcast clouds
545,Patiya,BD,22.2931,91.9762,78.44,95,100,7.61,moderate rain
546,Lakshmipur,BD,22.95,90.8333,82.54,84,100,6.53,overcast clouds
547,Daru,PG,-9.0763,143.2092,79.61,79,15,12.24,few clouds
548,Algemesi,ES,39.1833,-0.4333,78.87,67,100,3.09,overcast clouds
549,Isabela,PH,6.7085,121.9711,78.75,84,100,2.71,overcast clouds
550,Edson,CA,53.5835,-116.4356,55.98,26,83,2.24,broken clouds
551,Barranca,PE,-10.75,-77.7667,68.47,73,15,9.01,few clouds
552,Sobolevo,RU,54.4299,31.8996,45.57,98,100,10.0,overcast clouds
553,Corvallis,US,44.5646,-123.262,65.8,60,0,6.91,clear sky
554,Baherden,TM,38.4362,57.4316,67.12,38,61,10.56,broken clouds
555,Klyuchi,RU,52.2667,79.1667,66.7,45,100,8.25,overcast clouds
556,Aguilas,ES,37.4063,-1.5829,77.58,45,98,7.27,overcast clouds
557,Sinegorye,RU,62.0788,150.477,34.74,85,100,4.52,overcast clouds
558,Lewisporte,CA,49.2499,-55.0482,70.56,25,88,8.75,overcast clouds
559,Collie,AU,-33.3667,116.15,55.02,80,0,6.06,clear sky
560,Ouallam,NE,14.3188,2.0866,93.79,26,36,7.05,scattered clouds
561,Altay,CN,47.8667,88.1167,68.67,23,100,9.31,overcast clouds
562,Namatanai,PG,-3.6667,152.4333,79.18,77,64,7.16,broken clouds
563,Jawhar,SO,2.7809,45.5005,77.81,80,100,15.55,overcast clouds
564,Xining,CN,36.6167,101.7667,51.62,65,16,2.33,few clouds
565,Lichinga,MZ,-13.3128,35.2406,59.04,88,5,3.51,clear sky
566,Kupino,RU,54.3663,77.2981,70.54,32,100,17.09,overcast clouds
567,Takoradi,GH,4.8845,-1.7554,77.72,87,100,11.68,moderate rain
568,Paamiut,GL,61.994,-49.6678,35.83,84,10,13.58,clear sky
569,Bay City,US,43.5945,-83.8889,67.1,64,100,14.97,overcast clouds
570,Isangel,VU,-19.55,169.2667,78.19,88,100,16.58,overcast clouds
571,Ambilobe,MG,-13.2,49.05,74.39,81,40,2.84,scattered clouds
572,Letlhakane,BW,-21.4167,25.5833,52.2,46,5,6.55,clear sky
573,Resistencia,AR,-27.4606,-58.9839,75.06,47,0,1.3,clear sky
574,Vallenar,CL,-28.5708,-70.7581,78.96,20,0,5.84,clear sky
575,Nalhati,IN,24.3,87.8167,85.42,66,6,7.78,clear sky
576,Ikeda,JP,34.8221,135.4298,61.93,99,97,1.97,overcast clouds
577,Nimes,FR,43.8333,4.35,76.75,78,0,5.75,clear sky
578,Vostok,RU,46.4856,135.8833,49.41,97,95,2.55,overcast clouds
579,Port Shepstone,ZA,-30.7414,30.455,64.51,76,100,15.79,light rain
580,Cabedelo,BR,-6.9811,-34.8339,83.07,76,8,12.5,clear sky
581,Kuching,MY,1.55,110.3333,75.42,100,40,0.0,scattered clouds
582,Isla Vista,US,34.4133,-119.861,77.0,65,75,10.36,broken clouds
583,Gayny,RU,60.3071,54.3241,34.07,97,100,5.95,overcast clouds
584,Scarborough,GB,54.2797,-0.4044,59.79,69,79,1.01,broken clouds
585,Alappuzha,IN,9.49,76.3264,79.95,84,75,9.82,broken clouds
586,California City,US,35.1258,-117.9859,77.4,12,0,5.75,clear sky
587,Saint-Francois,FR,46.4154,3.9054,76.44,61,0,8.05,clear sky
588,Liberia,LR,6.5,-9.5,73.49,98,100,3.91,light rain
589,Gazimurskiy Zavod,RU,51.5461,118.3266,46.87,54,97,5.21,overcast clouds
590,Dawei,MM,14.0833,98.2,77.58,94,100,5.64,overcast clouds
591,Cabinda,AO,-5.55,12.2,75.94,79,10,6.44,clear sky
592,Labuhan,ID,-6.8844,112.2051,78.22,87,100,7.11,overcast clouds
593,Juybar,IR,36.6412,52.9124,57.06,86,0,4.0,clear sky
594,Yatou,CN,37.15,122.3833,60.85,83,0,9.06,clear sky
595,Los Chiles,CR,11.0333,-84.7167,89.15,56,78,0.94,broken clouds
596,Linfen,CN,36.0889,111.5189,72.95,34,100,2.62,overcast clouds
597,Ban Nahin,LA,18.2418,104.2122,74.75,99,100,2.28,light rain
598,Coihaique,CL,-45.5752,-72.0662,40.95,87,100,4.61,overcast clouds
599,Gushikawa,JP,26.3544,127.8686,70.83,94,0,0.0,clear sky
600,Tambura,SS,5.6,27.4667,69.64,97,100,4.83,overcast clouds
601,Vizinga,RU,61.0749,50.1031,31.28,97,100,6.87,light snow
602,Arzgir,RU,45.3728,44.2206,56.73,74,100,8.46,overcast clouds
603,Nemuro,JP,43.3236,145.575,48.85,99,100,11.39,overcast clouds
604,Pahrump,US,36.2083,-115.9839,76.84,9,4,4.0,clear sky
605,Walvis Bay,NA,-22.9575,14.5053,56.08,57,0,14.9,clear sky
606,Hanumangarh,IN,29.5833,74.3167,91.2,19,0,5.82,clear sky
607,Svetlyy,RU,54.675,20.1347,48.25,92,100,19.04,overcast clouds
608,Rincon,US,32.296,-81.2354,87.76,63,75,20.71,broken clouds
609,Rantepao,ID,-2.9701,119.8978,66.38,93,98,1.54,overcast clouds
610,Sabang,ID,5.8933,95.3214,83.68,78,100,21.54,overcast clouds
611,Palmer,US,42.1584,-72.3287,90.91,56,20,8.05,few clouds
612,Alghero,IT,40.5589,8.3181,71.69,83,0,5.75,clear sky
613,Havelock,US,34.8791,-76.9013,91.36,80,98,8.99,overcast clouds
614,Kainantu,PG,-6.2887,145.8655,56.41,95,97,1.74,overcast clouds
615,Roma,US,43.2128,-75.4557,91.54,49,20,9.22,few clouds
616,Big Bend,SZ,-26.8167,31.9333,61.81,94,100,0.27,overcast clouds
617,Rosport,LU,49.7978,6.5042,64.87,83,100,3.15,overcast clouds
618,Sur,OM,22.5667,59.5289,91.45,51,0,12.82,clear sky
619,Riyadh,SA,24.6877,46.7219,93.34,11,0,12.12,clear sky
620,Bukachacha,RU,52.9833,116.9167,54.79,39,100,3.83,overcast clouds
621,Amurzet,RU,47.6967,131.0981,49.03,89,8,4.0,clear sky
622,Lebedinyy,RU,58.5167,125.5167,34.38,86,20,8.21,few clouds
623,Marfino,RU,55.7028,37.3822,53.85,42,0,4.47,clear sky
624,Hasaki,JP,35.7333,140.8333,59.4,89,100,17.49,light rain
625,Ibra,OM,22.6906,58.5334,87.84,36,5,6.02,clear sky
626,Naryan-Mar,RU,67.6713,53.087,25.43,87,94,10.96,overcast clouds
627,Valparaiso,CL,-33.0393,-71.6273,75.43,54,0,13.8,clear sky
628,Horta,PT,38.5333,-28.6333,64.04,100,100,6.91,drizzle
629,Pacific Grove,US,36.6177,-121.9166,71.35,75,0,7.0,haze
630,Nioro,GM,13.35,-15.75,88.25,37,100,15.95,overcast clouds
631,Porto Recanati,IT,43.4365,13.6613,75.97,10,1,8.41,clear sky
632,Kalmunai,LK,7.4167,81.8167,82.09,73,89,7.09,overcast clouds
633,Saint Peters,US,38.8003,-90.6265,61.18,86,100,5.75,light rain
634,Port Lincoln,AU,-34.7333,135.8667,58.68,81,0,11.41,clear sky
635,Debre Tabor,ET,11.85,38.0167,61.95,55,100,3.11,overcast clouds
636,Gamba,GA,-2.65,10.0,76.48,84,100,8.5,overcast clouds
637,Vilhena,BR,-12.7406,-60.1458,83.89,35,46,2.48,scattered clouds
638,Caibarien,CU,22.5206,-79.4669,90.72,72,86,19.57,overcast clouds
639,Margate,GB,51.3813,1.3862,61.88,67,100,1.99,overcast clouds
640,San Jose Del Guaviare,CO,2.5729,-72.6459,82.13,69,82,1.36,broken clouds
641,Plettenberg Bay,ZA,-34.0527,23.3716,56.14,76,8,3.91,clear sky
642,Salamiyah,SY,35.0113,37.0532,77.09,14,100,11.79,overcast clouds
643,Benidorm,ES,38.5382,-0.131,76.32,56,100,3.74,overcast clouds
644,Bermeo,ES,43.4209,-2.7215,66.6,82,100,4.25,overcast clouds
645,Vrangel,RU,42.7297,133.0839,51.03,93,12,3.58,few clouds
646,Longonjo,AO,-12.9067,15.2533,61.0,47,41,2.15,scattered clouds
647,Necochea,AR,-38.5473,-58.7368,59.49,58,100,9.37,overcast clouds
648,Winnemucca,US,40.973,-117.7357,64.45,15,20,0.0,few clouds
649,Tazovskiy,RU,67.4667,78.7,34.21,92,97,3.0,overcast clouds
650,Buala,SB,-8.145,159.5921,79.41,81,83,5.35,broken clouds
651,Ingham,US,42.6,-84.3833,71.17,77,100,4.61,overcast clouds
652,Puerto Parra,CO,6.6515,-74.0573,87.71,57,24,2.35,few clouds
653,Bagdarin,RU,54.4333,113.6,50.52,83,100,9.93,moderate rain
654,Novikovo,RU,51.1537,37.8879,50.77,96,100,10.76,light rain
655,Kandiari,PK,26.9156,68.5216,97.86,4,0,9.84,clear sky
656,Kanashevo,RU,55.2169,62.0634,39.76,95,100,14.63,overcast clouds
657,North Bend,US,43.4065,-124.2243,65.25,80,0,19.57,clear sky
658,Vuktyl,RU,63.8567,57.3094,37.54,78,100,8.77,overcast clouds
659,Shubarkuduk,KZ,49.1447,56.4872,41.05,87,97,22.68,overcast clouds
660,Taber,CA,49.8167,-112.1518,47.62,32,100,6.96,overcast clouds
661,Buritis,BR,-15.6178,-46.4233,83.03,21,9,1.63,clear sky
662,Gawler,AU,-34.6,138.7333,57.47,84,0,7.94,clear sky
663,Asau,RO,46.4333,26.4,68.92,79,8,5.75,clear sky
664,Clifton,US,40.8584,-74.1638,95.76,48,0,12.66,clear sky
665,Spencer,US,43.1414,-95.1444,53.64,61,100,8.05,overcast clouds
666,Kiunga,PG,-6.1219,141.2906,71.64,100,99,1.1,overcast clouds
667,Honiara,SB,-9.4333,159.95,77.29,85,14,1.63,few clouds
668,Ambon,ID,-3.6954,128.1814,77.14,94,20,0.0,few clouds
669,Aguazul,CO,5.1728,-72.5471,81.34,80,52,5.37,broken clouds
670,Seymchan,RU,62.8833,152.4333,40.57,78,99,5.53,overcast clouds
671,Celestun,MX,20.8667,-90.4,91.71,59,2,9.71,clear sky
672,Puerto Madryn,AR,-42.7692,-65.0385,63.7,37,100,17.09,overcast clouds
673,Muravlenko,RU,63.7898,74.523,39.72,76,100,10.71,overcast clouds
674,Ixtapa,MX,20.7,-105.2,81.63,65,0,12.66,clear sky
675,Shekhupura,PK,31.7131,73.9783,87.85,15,0,7.29,clear sky
