City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Daru,PG,2022-05-21 02:10:06,-9.0763,143.2092,301.9,70,38,4.97
271,Porto Walter,BR,2022-05-21 02:11:12,-8.2686,-72.7439,294.25,76,100,0.63
272,Imbituba,BR,2022-05-21 02:12:12,-28.24,-48.6703,288.63,98,4,1.56
273,Yeppoon,AU,2022-05-21 02:12:12,-23.1333,150.7333,291.03,93,100,7.98
274,Dengzhou,CN,2022-05-21 02:12:13,37.8086,120.7508,296.89,44,0,6.88
275,Yulara,AU,2022-05-21 02:12:13,-25.2406,130.9889,291.98,42,88,5.14
276,Turulung,RO,2022-05-21 02:12:14,47.9333,23.0833,285.31,75,91,2.25
277,Brae,GB,2022-05-21 02:12:14,60.3964,-1.353,283.27,92,100,4.08
278,Zyryanka,RU,2022-05-21 02:12:14,65.75,150.85,286.15,38,100,7.83
279,Teguldet,RU,2022-05-21 02:07:42,57.3064,88.1667,288.1,61,54,5.84
280,Los Llanos De Aridane,ES,2022-05-21 02:12:15,28.6585,-17.9182,291.01,85,0,3.6
281,Foshan,CN,2022-05-21 02:12:16,23.0268,113.1315,301.45,70,90,2.18
282,Gravdal,NO,2022-05-21 02:12:16,68.1214,13.5031,280.5,98,100,3.02
283,Chapais,CA,2022-05-21 02:12:17,49.7834,-74.8492,291.71,75,100,8.1
284,Saint George,US,2022-05-21 02:12:17,37.1041,-113.5841,293.68,12,1,5.36
285,Cidreira,BR,2022-05-21 02:12:17,-30.1811,-50.2056,285.22,84,4,2.39
286,Palu,ID,2022-05-21 02:12:18,-0.8917,119.8707,301.51,82,82,0.34
287,Mogadishu,SO,2022-05-21 02:12:18,2.0371,45.3438,299.45,81,61,6.77
288,Piacabucu,BR,2022-05-21 02:12:19,-10.4056,-36.4344,298.1,85,100,4.36
289,Mehamn,NO,2022-05-21 02:12:19,71.0357,27.8492,277.1,89,100,5.44
290,Bom Jesus,BR,2022-05-21 02:12:19,-9.0744,-44.3586,296.77,55,77,0.78
291,Cairns,AU,2022-05-21 02:12:20,-16.9167,145.7667,302.1,72,40,5.14
292,Bardiyah,LY,2022-05-21 02:03:20,31.7561,25.0865,289.72,68,1,5.03
293,Quatre Cocos,MU,2022-05-21 02:03:18,-20.2078,57.7625,297.09,73,51,7.98
294,Matay,EG,2022-05-21 02:12:20,28.419,30.7792,292.21,69,96,6.16
295,Turayf,SA,2022-05-21 02:12:12,31.6725,38.6637,293.75,33,99,7.24
296,Mahon,ES,2022-05-21 02:12:21,39.8885,4.2658,291.46,82,0,2.57
297,Gizo,SB,2022-05-21 02:12:22,-8.103,156.8419,302.87,66,6,3.75
298,Sao Joao Da Barra,BR,2022-05-21 02:12:22,-21.6403,-41.0511,290.78,82,0,4.29
299,Thinadhoo,MV,2022-05-21 02:12:22,0.5333,72.9333,301.46,72,55,4.38
300,Talnakh,RU,2022-05-21 02:12:23,69.4865,88.3972,279.38,83,92,3.85
301,Khatassy,RU,2022-05-21 02:12:23,61.9036,129.6383,282.14,72,98,3.73
302,Teya,RU,2022-05-21 02:12:24,60.3778,92.6267,286.68,64,100,3.24
303,Luena,AO,2022-05-21 02:12:24,-11.7833,19.9167,286.77,63,0,1.07
304,Saint-Georges,GD,2022-05-21 02:12:25,12.0564,-61.7485,299.89,74,40,7.18
305,Narsaq,GL,2022-05-21 02:12:25,60.9167,-46.05,277.25,74,8,0.6
306,Sakakah,SA,2022-05-21 02:12:26,29.9697,40.2064,297.13,21,0,5.55
307,Skjervoy,NO,2022-05-21 02:12:26,70.0311,20.9714,279.15,68,37,3.67
308,Sayyan,YE,2022-05-21 02:12:27,15.1718,44.3244,289.11,21,34,2.57
309,Mackenzie,CA,2022-05-21 02:12:27,55.2999,-123.1698,284.6,29,10,3.44
310,Bereda,ES,2022-05-21 02:12:27,43.2686,-7.5406,287.36,97,94,2.06
311,Shelby,US,2022-05-21 02:12:28,35.2001,-89.8668,302.1,61,0,4.63
312,Sabzevar,IR,2022-05-21 02:12:28,36.2126,57.6819,295.9,22,7,2.49
313,Kjollefjord,NO,2022-05-21 02:12:28,70.9457,27.3465,278.18,86,100,3.93
314,Kamenka,RU,2022-05-21 02:12:29,51.3223,42.7678,275.63,78,7,2.03
315,Junction City,US,2022-05-21 02:12:29,39.0286,-96.8314,292.26,58,40,3.99
316,Severo-Yeniseyskiy,RU,2022-05-21 02:12:30,60.3725,93.0408,285.75,60,100,3.87
317,Sola,VU,2022-05-21 02:12:30,-13.8833,167.55,300.82,76,64,5.07
318,Sunrise Manor,US,2022-05-21 02:13:30,36.2111,-115.0731,299.95,9,0,4.81
319,Fernley,US,2022-05-21 02:09:13,39.608,-119.2518,289.38,14,1,3.13
320,Touros,BR,2022-05-21 02:13:31,-5.1989,-35.4608,298.5,87,86,2.7
321,Matara,LK,2022-05-21 02:13:31,5.9485,80.5353,299.57,88,69,4.26
322,Tura,IN,2022-05-21 02:09:54,25.5198,90.2201,298.31,88,20,1.86
323,Petropavlovsk-Kamchatskiy,RU,2022-05-21 02:09:02,53.0452,158.6483,277.48,100,100,3.0
324,Itacare,BR,2022-05-21 02:13:32,-14.2775,-38.9967,294.55,65,50,2.9
325,Kyrylivka,UA,2022-05-21 02:13:33,46.3759,35.3675,288.02,68,85,9.02
326,Senador Jose Porfirio,BR,2022-05-21 02:13:33,-2.5908,-51.9542,295.35,95,100,0.26
327,Sikasso,ML,2022-05-21 02:13:34,10.9167,-7.0,300.46,54,37,2.21
328,Jiayuguan,CN,2022-05-21 02:13:34,39.8167,98.3,296.85,18,0,5.93
329,Seminole,US,2022-05-21 02:13:35,28.7086,-81.2081,296.51,94,75,3.6
330,Dudinka,RU,2022-05-21 02:13:35,69.4058,86.1778,279.61,84,95,5.37
331,Gold Coast,AU,2022-05-21 02:13:00,-28.0,153.4333,292.17,96,75,2.57
332,Xam Nua,LA,2022-05-21 02:13:36,20.4197,104.0439,293.93,98,100,1.01
333,Chimbarongo,CL,2022-05-21 02:13:36,-34.7,-71.05,283.0,91,0,1.59
334,Aksha,RU,2022-05-21 02:13:36,50.2814,113.2867,295.09,19,48,0.41
335,Conceicao Da Barra,BR,2022-05-21 02:12:37,-18.5933,-39.7322,291.73,79,0,2.27
336,Bandarbeyla,SO,2022-05-21 02:13:37,9.4942,50.8122,300.3,77,95,9.35
337,Krasnyy Klyuch,RU,2022-05-21 02:13:37,55.3863,56.6529,278.71,86,100,2.38
338,Rzhev,RU,2022-05-21 02:13:01,56.2624,34.3282,275.92,76,100,3.43
339,Yerofey Pavlovich,RU,2022-05-21 02:13:38,53.9667,121.9667,288.57,34,81,4.17
340,Del Rio,US,2022-05-21 02:13:38,29.3627,-100.8968,305.65,16,0,3.39
341,Aromashevo,RU,2022-05-21 02:13:39,56.8602,68.6375,280.53,80,100,2.8
342,Kumano,JP,2022-05-21 02:13:39,34.3442,132.5894,290.31,68,99,2.83
343,Broome,US,2022-05-21 02:13:40,42.2506,-75.833,293.71,83,98,2.68
344,Romitan,UZ,2022-05-21 02:13:40,39.9343,64.3814,293.12,56,0,0.0
345,Itarema,BR,2022-05-21 02:13:41,-2.9248,-39.9167,297.91,86,65,2.04
346,Lisakovsk,KZ,2022-05-21 02:13:41,52.5369,62.4936,289.17,76,89,8.6
347,Bireun,ID,2022-05-21 02:13:41,5.203,96.7009,301.44,67,100,1.13
348,Kalmunai,LK,2022-05-21 02:13:42,7.4167,81.8167,301.07,71,22,3.69
349,Skelleftea,SE,2022-05-21 02:13:43,64.7507,20.9528,273.35,86,68,1.54
350,Yerbogachen,RU,2022-05-21 02:12:12,61.2767,108.0108,282.53,85,100,0.56
351,Najran,SA,2022-05-21 02:09:00,17.4924,44.1277,295.23,16,53,1.15
352,Port Macquarie,AU,2022-05-21 02:13:43,-31.4333,152.9167,292.53,76,100,4.22
353,Kantunilkin,MX,2022-05-21 02:13:44,21.0917,-87.45,299.04,87,39,2.47
354,Manbij,SY,2022-05-21 02:13:44,36.5281,37.9549,287.54,38,0,3.77
355,Gaogou,CN,2022-05-21 02:13:45,34.0175,119.1886,300.4,42,0,2.69
356,Vologda,RU,2022-05-21 02:13:45,59.2187,39.8886,272.86,76,97,1.4
357,Ampanihy,MG,2022-05-21 02:13:45,-24.7,44.75,292.26,46,81,2.07
358,Ringebu,NO,2022-05-21 02:13:46,61.5167,10.1667,283.21,89,100,1.75
359,Santa Isabel,BR,2022-05-21 02:13:46,-23.3156,-46.2214,282.18,95,0,0.49
360,La Baule-Escoublac,FR,2022-05-21 02:13:46,47.2922,-2.364,285.96,95,0,2.57
361,Coihaique,CL,2022-05-21 02:13:47,-45.5752,-72.0662,278.49,95,97,2.92
362,Jumla,NP,2022-05-21 02:13:47,29.2747,82.1838,290.75,45,1,1.4
363,Port-Cartier,CA,2022-05-21 02:14:48,50.0334,-66.8654,281.34,81,100,2.83
364,Khipro,PK,2022-05-21 02:14:11,25.8285,69.3772,302.35,68,0,8.57
365,Baft,IR,2022-05-21 02:14:48,29.234,56.6057,291.68,23,0,0.92
366,Ixtapa,MX,2022-05-21 02:14:49,20.7,-105.2,295.82,77,1,0.5
367,Puerto Leguizamo,CO,2022-05-21 02:14:49,-0.1934,-74.7819,293.85,98,21,0.17
368,Mahebourg,MU,2022-05-21 02:14:50,-20.4081,57.7,297.18,76,31,7.98
369,Okhotsk,RU,2022-05-21 02:14:50,59.3833,143.3,276.59,78,99,3.02
370,Mgandu,TZ,2022-05-21 02:14:51,-5.95,34.1333,287.45,96,100,3.13
371,Markdale,CA,2022-05-21 02:14:51,44.3168,-80.6497,297.2,84,51,8.81
372,Nortelandia,BR,2022-05-21 02:14:51,-14.4547,-56.8028,286.68,51,43,1.03
373,Balkhash,KZ,2022-05-21 02:14:52,46.844,74.9804,292.49,42,0,7.0
374,Pierre,US,2022-05-21 02:14:52,44.3683,-100.351,281.4,60,98,3.58
375,Pasighat,IN,2022-05-21 02:14:53,28.0667,95.3333,296.93,87,80,0.16
376,Japura,ID,2022-05-21 02:14:53,-0.3167,102.35,298.2,91,95,2.0
377,Bathsheba,BB,2022-05-21 02:14:53,13.2167,-59.5167,300.11,67,92,8.53
378,Wajir,KE,2022-05-21 02:14:54,1.7471,40.0573,297.4,81,98,5.94
379,Chara,RU,2022-05-21 02:14:54,56.9064,118.2631,280.01,84,100,1.55
380,Diego De Almagro,CL,2022-05-21 02:14:55,-26.3667,-70.05,287.74,43,65,0.88
381,Pevek,RU,2022-05-21 02:12:10,69.7008,170.3133,273.88,99,83,2.41
382,Omsukchan,RU,2022-05-21 02:14:55,62.5333,155.8,276.63,78,100,2.32
383,Lishui,CN,2022-05-21 02:14:56,28.4604,119.9103,292.91,92,100,0.85
384,Ponta Do Sol,PT,2022-05-21 02:14:56,32.6667,-17.1,291.88,82,0,1.66
385,Tateyama,JP,2022-05-21 02:14:57,34.9833,139.8667,291.33,78,100,4.08
386,Winnemucca,US,2022-05-21 02:14:57,40.973,-117.7357,286.87,20,65,4.83
387,Cam Ranh,VN,2022-05-21 02:14:57,11.9214,109.1591,304.13,58,20,2.57
388,Santarem,BR,2022-05-21 02:14:58,-2.4431,-54.7083,295.1,92,100,0.39
389,Sibolga,ID,2022-05-21 02:14:58,1.7427,98.7792,301.36,75,95,0.17
390,Santa Quiteria,BR,2022-05-21 02:14:59,-4.3319,-40.1567,294.46,98,80,0.85
391,La Orilla,MX,2022-05-21 02:14:59,17.9833,-102.2333,298.1,73,1,3.59
392,San Fernando,PH,2022-05-21 02:15:00,15.0286,120.6898,303.66,62,66,0.7
393,Arauca,CO,2022-05-21 02:15:00,7.0847,-70.7591,296.79,82,85,1.33
394,Halifax,CA,2022-05-21 02:12:22,44.6453,-63.5724,282.33,87,40,3.09
395,Saint Anthony,US,2022-05-21 02:15:01,45.0205,-93.218,288.93,59,75,5.14
396,Tazovskiy,RU,2022-05-21 02:15:01,67.4667,78.7,274.89,98,100,1.84
397,Mount Gambier,AU,2022-05-21 02:10:20,-37.8333,140.7667,287.28,55,5,3.13
398,Karasjok,NO,2022-05-21 02:15:02,69.4719,25.5112,275.58,100,100,1.32
399,Junin,AR,2022-05-21 02:10:19,-34.5838,-60.9433,285.68,53,100,2.93
400,Mayor Pablo Lagerenza,PY,2022-05-21 02:15:02,-19.9309,-60.7718,286.76,37,15,2.59
401,Norman Wells,CA,2022-05-21 02:15:03,65.282,-126.8329,286.46,52,74,6.09
402,West Monroe,US,2022-05-21 02:15:03,32.5185,-92.1476,302.55,68,0,6.14
403,Kletskaya,RU,2022-05-21 02:15:03,49.3145,43.0584,279.53,74,95,1.86
404,Komsomolskiy,UZ,2022-05-21 02:15:04,40.4272,71.7189,291.55,68,47,1.03
405,Poum,NC,2022-05-21 02:15:04,-20.2333,164.0167,298.77,81,2,3.2
406,Russell,US,2022-05-21 02:15:05,32.3502,-85.1999,298.13,64,74,1.93
407,Gigmoto,PH,2022-05-21 02:15:05,13.7796,124.39,302.2,74,100,4.57
408,Maputo,MZ,2022-05-21 02:15:36,-25.9653,32.5892,293.83,88,95,1.79
409,Swan River,CA,2022-05-21 02:16:06,52.1058,-101.2676,275.88,78,100,3.92
410,Kirakira,SB,2022-05-21 02:16:07,-10.4544,161.9205,302.29,71,67,2.95
411,Vvedenskoye,RU,2022-05-21 02:16:07,55.4753,65.0847,279.42,93,100,6.43
412,Margate,GB,2022-05-21 02:16:07,51.3813,1.3862,284.43,91,47,0.89
413,Mujiayingzi,CN,2022-05-21 02:16:08,42.1167,118.7833,302.23,12,45,5.81
414,Ouango,CF,2022-05-21 02:16:08,4.3133,22.5552,293.76,99,100,0.61
415,Paamiut,GL,2022-05-21 02:16:09,61.994,-49.6678,274.55,83,84,3.9
416,Marawi,PH,2022-05-21 02:16:09,7.9986,124.2928,295.53,93,100,0.83
417,Myrtle Beach,US,2022-05-21 02:12:12,33.6891,-78.8867,299.45,87,19,0.89
418,Port Blair,IN,2022-05-21 02:16:10,11.6667,92.75,301.63,80,100,8.92
419,Spas-Demensk,RU,2022-05-21 02:16:10,54.4122,34.0226,280.15,97,100,3.06
420,Mayumba,GA,2022-05-21 02:16:10,-3.432,10.6554,297.71,88,97,2.92
421,Mishelevka,RU,2022-05-21 02:16:11,52.8575,103.1719,287.09,76,100,6.88
422,Calolbon,PH,2022-05-21 02:16:11,13.596,124.0991,302.02,73,99,4.16
423,Pedasi,PA,2022-05-21 02:16:12,7.5333,-80.0333,298.74,88,100,0.74
424,Dubti,ET,2022-05-21 02:16:12,11.7361,41.0853,304.18,24,100,1.87
425,Port Lincoln,AU,2022-05-21 02:11:16,-34.7333,135.8667,288.9,60,0,6.97
426,Camacupa,AO,2022-05-21 02:16:13,-12.0167,17.4833,286.5,66,3,1.48
427,Abidjan,CI,2022-05-21 02:16:13,5.3094,-4.0197,301.13,83,40,4.12
428,Rapu-Rapu,PH,2022-05-21 02:16:14,13.1866,124.1256,301.6,74,100,3.36
429,Ahipara,NZ,2022-05-21 02:16:14,-35.1667,173.1667,289.73,64,100,6.68
430,Taoudenni,ML,2022-05-21 02:16:15,22.6783,-3.9836,307.31,8,18,5.75
431,Karlskrona,SE,2022-05-21 02:16:15,56.1616,15.5866,283.4,90,98,6.69
432,Banda Aceh,ID,2022-05-21 02:16:15,5.5577,95.3222,302.2,73,100,4.97
433,Boca Do Acre,BR,2022-05-21 02:16:16,-8.7522,-67.3978,293.63,75,92,0.38
434,Jalingo,NG,2022-05-21 02:16:16,8.8833,11.3667,299.66,77,88,1.79
435,Marystown,CA,2022-05-21 02:16:17,47.1666,-55.1483,279.74,100,0,1.09
436,Sabang,ID,2022-05-21 02:16:17,5.8933,95.3214,301.82,76,100,7.58
437,Klyuchi,RU,2022-05-21 02:16:17,52.2667,79.1667,295.16,35,14,4.19
438,Kaeo,NZ,2022-05-21 02:16:18,-35.1,173.7833,290.55,66,100,4.81
439,Xuddur,SO,2022-05-21 02:16:18,4.1213,43.8894,294.55,90,64,5.17
440,La Ronge,CA,2022-05-21 02:16:19,55.1001,-105.2842,279.6,38,92,2.72
441,Aasiaat,GL,2022-05-21 02:12:19,68.7098,-52.8699,270.91,75,100,1.58
442,Megion,RU,2022-05-21 02:16:19,61.0296,76.1136,279.16,86,98,6.73
443,Shenkursk,RU,2022-05-21 02:16:20,62.1091,42.896,273.06,73,100,2.55
444,Kashi,CN,2022-05-21 02:16:20,39.4547,75.9797,294.51,39,100,6.61
445,Yacuiba,BO,2022-05-21 02:16:20,-22.038,-63.6797,285.69,53,20,1.79
446,Santa Cruz,BO,2022-05-21 02:12:17,-17.8,-63.1667,287.47,66,37,2.69
447,Kangaatsiaq,GL,2022-05-21 02:16:21,68.3065,-53.4641,272.28,83,100,2.41
448,Caravelas,BR,2022-05-21 02:16:21,-17.7125,-39.2481,294.09,68,0,3.14
449,Mount Isa,AU,2022-05-21 02:16:22,-20.7333,139.5,299.02,47,0,6.17
450,Vila Franca Do Campo,PT,2022-05-21 02:16:22,37.7167,-25.4333,292.15,87,100,1.82
451,Dourados,BR,2022-05-21 02:16:23,-22.2211,-54.8056,282.75,69,0,2.68
452,Delta Del Tigre,UY,2022-05-21 02:16:23,-34.7633,-56.3853,282.21,81,39,4.03
453,Jasper,US,2022-05-21 02:13:12,37.2001,-94.3502,298.84,95,100,6.56
454,Hofn,IS,2022-05-21 02:16:24,64.2539,-15.2082,281.78,95,100,4.36
455,Canandaigua,US,2022-05-21 02:17:24,42.8742,-77.288,295.74,83,78,0.45
456,Znamenskoye,RU,2022-05-21 02:17:25,57.1281,73.8282,282.22,57,100,3.72
457,Medianeira,BR,2022-05-21 02:17:25,-25.2953,-54.0939,281.21,92,0,1.85
458,Carlsbad,US,2022-05-21 02:12:32,33.1581,-117.3506,291.4,84,100,3.6
459,Aklavik,CA,2022-05-21 02:17:26,68.2191,-135.0107,279.96,77,87,4.7
460,Senno,RU,2022-05-21 02:17:26,59.5336,33.9167,271.63,75,83,2.71
461,Ternate,ID,2022-05-21 02:17:26,0.8,127.4,302.06,70,100,1.08
462,Vao,NC,2022-05-21 02:17:27,-22.6667,167.4833,296.35,88,100,12.98
463,Loiza,PR,2022-05-21 02:17:27,18.4313,-65.8802,300.41,84,46,4.73
464,Takhtamygda,RU,2022-05-21 02:17:28,54.1,123.5667,288.76,34,56,4.75
465,Alenquer,BR,2022-05-21 02:17:28,-1.9417,-54.7383,295.19,91,100,0.55
466,Sao Filipe,CV,2022-05-21 02:17:28,14.8961,-24.4956,296.15,73,97,4.0
467,Blyth,GB,2022-05-21 02:17:29,55.1271,-1.5086,284.59,85,0,6.17
468,Voh,NC,2022-05-21 02:17:29,-20.9667,164.7,300.77,70,66,6.07
469,Elwood,AU,2022-05-21 02:17:30,-37.8817,144.983,289.42,73,2,0.89
470,Polson,US,2022-05-21 02:17:30,47.6936,-114.1632,281.88,74,85,1.46
471,Boda,CF,2022-05-21 02:17:30,4.3189,17.4695,294.21,94,100,0.96
472,Deputatskiy,RU,2022-05-21 02:17:31,69.3,139.9,272.87,100,100,0.65
473,Helena,US,2022-05-21 02:17:31,46.5927,-112.0361,279.36,65,80,1.34
474,George,ZA,2022-05-21 02:17:32,-33.963,22.4617,284.1,78,1,2.5
475,Drochia,MD,2022-05-21 02:17:32,48.035,27.8161,287.32,71,25,3.08
476,Kungurtug,RU,2022-05-21 02:17:33,50.5994,97.5228,284.08,80,100,1.79
477,Izvestkovyy,RU,2022-05-21 02:17:33,48.9833,131.55,288.87,75,100,1.6
478,Bahia Honda,CU,2022-05-21 02:17:33,22.9036,-83.1592,299.83,83,83,5.46
479,Marsa Matruh,EG,2022-05-21 02:17:34,31.3525,27.2453,289.76,66,0,4.13
480,Quesnel,CA,2022-05-21 02:17:34,52.9999,-122.5029,286.15,32,35,3.92
481,Pacific Grove,US,2022-05-21 02:13:27,36.6177,-121.9166,295.68,69,4,2.68
482,Esmeraldas,BR,2022-05-21 02:17:35,-19.7625,-44.3139,283.34,68,0,1.24
483,Tver,RU,2022-05-21 02:17:36,56.8619,35.8931,275.31,69,100,2.42
484,Pisco,PE,2022-05-21 02:17:37,-13.7,-76.2167,291.49,85,49,0.31
485,Onega,RU,2022-05-21 02:17:37,63.9061,38.1404,273.2,76,19,2.25
486,Miyako,JP,2022-05-21 02:17:38,39.6367,141.9525,293.37,51,100,2.39
487,La Plata,AR,2022-05-21 02:17:29,-34.9215,-57.9545,287.05,77,98,4.17
488,Caxito,AO,2022-05-21 02:17:39,-8.5785,13.6643,291.94,98,12,1.19
489,Natal,BR,2022-05-21 02:13:51,-5.795,-35.2094,297.72,89,31,2.42
490,Maningrida,AU,2022-05-21 02:17:39,-12.0667,134.2667,304.45,45,4,5.47
491,Bayir,TR,2022-05-21 02:17:40,37.2687,28.2167,282.44,59,0,1.3
492,Parabel,RU,2022-05-21 02:17:40,58.6978,81.4825,282.76,61,3,6.42
493,San Quintin,MX,2022-05-21 02:17:41,30.4833,-115.95,290.33,74,45,3.04
494,Orshanka,RU,2022-05-21 02:17:42,56.9161,47.8933,275.2,91,97,4.86
495,Chernyshkovskiy,RU,2022-05-21 02:17:42,48.4219,42.2308,282.2,84,100,1.71
496,Ipameri,BR,2022-05-21 02:17:43,-17.7219,-48.1597,283.36,58,0,1.76
497,Umm Kaddadah,SD,2022-05-21 02:17:43,13.6017,26.6876,299.18,13,79,2.35
498,Tynda,RU,2022-05-21 02:17:44,55.1667,124.7167,284.81,49,67,5.39
499,Sept-Iles,CA,2022-05-21 02:15:01,50.2001,-66.3821,281.51,78,100,0.89
500,Pontal Do Parana,BR,2022-05-21 02:17:45,-25.6533,-48.5128,286.45,93,10,1.74
501,Bonthe,SL,2022-05-21 02:17:45,7.5264,-12.505,298.97,86,100,3.74
502,Wenling,CN,2022-05-21 02:17:46,28.3669,121.36,294.08,84,90,2.84
503,Manono,CD,2022-05-21 02:17:46,-7.3,27.4167,294.22,70,92,1.58
504,Sri Aman,MY,2022-05-21 02:18:47,1.2376,111.4621,303.01,68,75,1.03
505,Haian,CN,2022-05-21 02:18:47,32.5436,120.45,297.97,48,100,1.82
506,Maniitsoq,GL,2022-05-21 02:18:48,65.4167,-52.9,275.31,70,100,2.19
507,Meridian,US,2022-05-21 02:08:40,43.6121,-116.3915,290.32,31,52,2.0
508,Mahajanga,MG,2022-05-21 02:18:48,-15.7167,46.3167,297.47,64,8,7.2
509,Barcelos,PT,2022-05-21 02:18:49,41.5388,-8.6151,300.2,53,99,2.91
510,Byron Bay,AU,2022-05-21 02:17:46,-28.65,153.6167,289.66,80,100,5.76
511,Ayapa,MX,2022-05-21 02:18:49,18.1833,-93.1667,305.36,53,71,1.41
512,Pidhaytsi,UA,2022-05-21 02:18:50,49.2685,25.1334,285.77,73,83,3.27
513,Liverpool,GB,2022-05-21 02:18:50,53.4106,-2.9779,286.12,79,20,7.72
514,Merauke,ID,2022-05-21 02:18:51,-8.4667,140.3333,303.0,62,7,3.76
515,Yermakovskoye,RU,2022-05-21 02:18:51,53.2831,92.4003,293.52,44,10,1.72
516,Whitehorse,CA,2022-05-21 02:18:52,60.7161,-135.0538,288.32,33,17,2.24
517,Tambopata,PE,2022-05-21 02:18:52,-12.7333,-69.1833,294.22,67,96,0.45
518,Flin Flon,CA,2022-05-21 02:18:52,54.7682,-101.865,279.54,39,100,4.83
519,Bilibino,RU,2022-05-21 02:18:53,68.0546,166.4372,279.31,76,99,1.19
520,Nyurba,RU,2022-05-21 02:18:54,63.2842,118.3319,286.88,54,100,2.11
521,Masingbi,SL,2022-05-21 02:18:54,8.7833,-11.95,297.46,96,100,1.22
522,Martapura,ID,2022-05-21 02:18:55,-3.4167,114.85,298.2,94,40,1.03
523,Victoria,HK,2022-05-21 02:14:29,22.2855,114.1577,302.06,77,46,1.79
524,Puro,PH,2022-05-21 02:18:55,12.4841,123.3827,301.72,73,100,2.05
525,Formby,GB,2022-05-21 02:18:56,53.5536,-3.0682,286.23,80,63,7.55
526,Mubi,NG,2022-05-21 02:18:56,10.2676,13.2644,300.17,61,92,2.77
527,Zeya,RU,2022-05-21 02:18:56,53.75,127.2667,286.54,54,73,5.75
528,Aquiraz,BR,2022-05-21 02:18:57,-3.9014,-38.3911,301.03,85,76,2.1
529,Liaozhong,CN,2022-05-21 02:18:57,41.5061,122.7242,300.04,34,52,6.18
530,Ocean City,US,2022-05-21 02:15:46,39.2776,-74.5746,294.98,89,97,1.79
531,Xacmaz,AZ,2022-05-21 02:18:58,41.4635,48.806,284.62,77,82,2.0
532,Vuktyl,RU,2022-05-21 02:18:58,63.8567,57.3094,273.66,70,100,5.79
533,Arlit,NE,2022-05-21 02:18:59,18.7369,7.3853,302.86,26,6,3.55
534,Dawlatabad,AF,2022-05-21 02:18:59,36.4141,64.9053,298.91,23,0,1.21
535,Praia Da Vitoria,PT,2022-05-21 02:19:00,38.7333,-27.0667,290.79,97,100,3.37
536,Springfield,US,2022-05-21 02:13:49,37.2153,-93.2982,298.81,97,62,3.45
537,Trofors,NO,2022-05-21 02:19:01,65.5333,13.4063,279.02,86,89,1.4
538,Ossora,RU,2022-05-21 02:19:01,59.2353,163.0719,276.96,86,99,3.17
539,Sao Jose Da Coroa Grande,BR,2022-05-21 02:19:02,-8.8978,-35.1478,297.07,92,82,3.04
